ADM0_EN,ADM0_SW,ADM0_PCODE,TOTAL_BOTH,TOTAL_MALE,TOTAL_FEMA,RURAL_BOTH,RURAL_MALE,URBAN_BOTH,URBAN_MALE,URBAN_FEMA,RURAL_FEMA
United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,44928923,21869990,23058933,31623919,15462594,13305004,6407396,6897608,16161325
